OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount
ORD01578,2023-06-21,C0483,P0193,1,0.05
ORD01579,2025-02-02,C0399,P0039,1,0.00
ORD01580,2025-11-16,C0575,P0079,5,0.05
ORD01581,2024-04-24,C0095,P0170,4,0.00
ORD01582,2023-04-03,C0314,P0161,1,0.00
ORD01583,2023-07-17,C0337,P0046,4,0.00
ORD01584,2023-06-12,C0625,P0229,5,0.15
ORD01585,2024-05-06,C0464,P0121,2,0.05
ORD01586,2024-07-03,C0590,P0037,5,0.05
ORD01587,2023-10-18,C0964,P0198,1,0.15
ORD01588,2024-08-15,C0556,P0129,2,0.00
ORD01589,2023-11-09,C0427,P0167,3,0.00
ORD01590,2025-03-15,C0014,P0061,2,0.00
ORD01591,2024-11-10,C0356,P0028,2,0.10
ORD01592,2023-07-13,C0115,P0128,5,0.05
ORD01593,2024-02-26,C0500,P0028,3,0.00
ORD01594,2024-10-12,C1200,P0002,3,0.00
ORD01595,2023-11-16,C1077,P0133,5,0.05
ORD01596,2023-02-17,C0644,P0061,1,0.00
ORD01597,2024-10-19,C0732,P0021,2,0.20
ORD01598,2024-03-09,C1061,P0014,1,0.00
ORD01599,2025-05-24,C1103,P0002,3,0.10
ORD01600,2024-08-18,C1171,P0235,8,0.05
ORD01601,2023-10-23,C0234,P0184,1,0.00
ORD01602,2025-01-30,C0051,P0111,2,0.05
ORD01603,2023-11-13,C1161,P0180,3,0.00
ORD01604,2024-03-24,C0979,P0142,5,0.00
ORD01605,2024-09-20,C0427,P0167,3,0.05
ORD01606,2024-12-30,C1135,P0105,5,0.15
ORD01607,2025-11-28,C0246,P0118,5,0.10
ORD01608,2023-07-25,C1171,P0093,4,0.00
ORD01609,2024-03-12,C0460,P0018,5,0.00
ORD01610,2024-09-20,C0230,P0168,8,0.00
ORD01611,2023-11-04,C0083,P0048,1,0.10
ORD01612,2023-06-16,C0050,P0191,10,0.00
ORD01613,2025-02-19,C0911,P0197,8,0.00
ORD01614,2025-04-03,C1073,P0059,4,0.00
ORD01615,2024-11-02,C0736,P0214,4,0.05
ORD01616,2025-11-05,C0178,P0045,2,0.10
ORD01617,2023-04-17,C1041,P0105,6,0.10
ORD01618,2024-08-30,C0269,P0022,5,0.05
ORD01619,2024-08-04,C0675,P0092,10,0.05
ORD01620,2025-08-07,C0420,P0070,1,0.20
ORD01621,2023-07-28,C0608,P0147,4,0.05
ORD01622,2023-04-21,C0356,P0121,1,0.15
ORD01623,2024-05-31,C0503,P0206,4,0.00
ORD01624,2025-01-11,C0957,P0222,2,0.00
ORD01625,2025-10-20,C0467,P0132,2,0.00
ORD01626,2023-02-11,C0931,P0084,3,0.10
ORD01627,2024-04-23,C0887,P0202,5,0.05
ORD01628,2024-02-13,C0077,P0222,1,0.05
ORD01629,2023-11-02,C0272,P0052,5,0.05
ORD01630,2025-06-14,C0297,P0148,4,0.00
ORD01631,2025-05-21,C0582,P0024,3,0.05
ORD01632,2024-01-13,C0635,P0221,2,0.05
ORD01633,2025-02-17,C0077,P0151,1,0.15
ORD01634,2023-12-20,C0113,P0151,2,0.00
ORD01635,2023-07-05,C0447,P0017,1,0.00
ORD01636,2024-07-12,C0899,P0050,1,0.00
ORD01637,2024-07-18,C0365,P0048,2,0.10
ORD01638,2025-01-21,C0317,P0209,1,0.00
ORD01639,2025-09-10,C0240,P0193,2,0.05
ORD01640,2025-12-27,C1038,P0002,1,0.05
ORD01641,2025-02-17,C0586,P0032,5,0.10
ORD01642,2025-10-08,C0738,P0069,6,0.00
ORD01643,2023-02-03,C0585,P0094,5,0.00
ORD01644,2025-05-14,C0354,P0071,1,0.00
ORD01645,2023-11-27,C0853,P0123,5,0.00
ORD01646,2023-08-02,C0465,P0082,1,0.00
ORD01647,2024-12-20,C0150,P0037,5,0.00
ORD01648,2024-12-23,C0273,P0093,1,0.00
ORD01649,2023-06-11,C1162,P0037,1,0.00
ORD01650,2024-10-24,C0233,P0082,1,0.05
ORD01651,2023-10-04,C0272,P0007,1,0.00
ORD01652,2025-01-13,C0899,P0186,4,0.00
ORD01653,2023-09-05,C0337,P0057,1,0.05
ORD01654,2024-06-20,C0245,P0163,1,0.00
ORD01655,2024-03-28,C1177,P0091,4,0.00
ORD01656,2024-07-05,C0677,P0099,12,0.10
ORD01657,2023-06-25,C0498,P0014,5,0.00
ORD01658,2023-05-12,C0128,P0148,2,0.00
ORD01659,2023-05-22,C0252,P0069,12,0.10
ORD01660,2023-06-06,C0319,P0152,10,0.10
ORD01661,2024-01-07,C0520,P0022,1,0.00
ORD01662,2023-05-27,C0194,P0097,3,0.00
ORD01663,2025-07-11,C0666,P0184,2,0.00
ORD01664,2025-05-23,C0326,P0081,5,0.10
ORD01665,2025-01-22,C0175,P0077,3,0.00
ORD01666,2023-07-25,C0894,P0092,1,0.10
ORD01667,2023-05-15,C0922,P0186,6,0.00
ORD01668,2024-03-20,C0452,P0028,1,0.00
ORD01669,2023-11-02,C0952,P0001,2,0.15
ORD01670,2023-07-20,C0482,P0086,5,0.00
ORD01671,2024-08-24,C0591,P0203,10,0.00
ORD01672,2023-12-20,C0833,P0215,4,0.15
ORD01673,2023-10-09,C0405,P0185,1,0.00
ORD01674,2025-03-28,C0821,P0134,4,0.10
ORD01675,2025-06-25,C0245,P0082,5,0.10
ORD01676,2025-10-08,C0714,P0015,2,0.00
ORD01677,2023-06-30,C0477,P0182,6,0.10
ORD01678,2024-03-28,C0057,P0144,1,0.00
ORD01679,2025-03-01,C1068,P0154,6,0.05
ORD01680,2024-04-18,C0147,P0117,8,0.15
ORD01681,2025-02-05,C0189,P0103,1,0.00
ORD01682,2024-04-06,C0372,P0102,1,0.05
ORD01683,2023-09-28,C0930,P0025,1,0.00
ORD01684,2023-05-31,C0944,P0080,2,0.00
ORD01685,2025-09-04,C0316,P0075,2,0.05
ORD01686,2025-02-21,C0472,P0148,1,0.15
ORD01687,2025-06-06,C0798,P0192,10,0.05
ORD01688,2024-07-01,C0760,P0029,10,0.10
ORD01689,2024-03-15,C1010,P0015,1,0.00
ORD01690,2023-06-13,C0279,P0055,3,0.00
ORD01691,2025-01-26,C0133,P0163,3,0.00
ORD01692,2023-08-07,C0324,P0233,5,0.15
ORD01693,2025-04-07,C1012,P0198,8,0.00
ORD01694,2025-02-27,C0565,P0192,4,0.05
ORD01695,2023-05-19,C0215,P0141,5,0.00
ORD01696,2025-04-23,C0087,P0037,4,0.05
ORD01697,2024-04-13,C1098,P0140,3,0.05
ORD01698,2023-05-13,C0161,P0113,5,0.05
ORD01699,2023-03-21,C1086,P0056,1,0.00
ORD01700,2025-05-16,C1182,P0192,6,0.15
ORD01701,2024-08-07,C0196,P0223,2,0.00
ORD01702,2024-01-14,C0984,P0037,3,0.05
ORD01703,2024-03-02,C0697,P0198,1,0.10
ORD01704,2025-05-26,C0063,P0030,1,0.05
ORD01705,2025-01-17,C0444,P0049,2,0.00
ORD01706,2025-10-23,C0236,P0217,6,0.00
ORD01707,2023-07-19,C1140,P0108,4,0.00
ORD01708,2024-11-17,C1098,P0101,5,0.00
ORD01709,2023-08-17,C0416,P0140,3,0.05
ORD01710,2024-07-16,C0271,P0110,6,0.05
ORD01711,2023-12-07,C0495,P0099,4,0.00
ORD01712,2024-02-28,C0268,P0034,1,0.10
ORD01713,2024-07-11,C0586,P0110,1,0.15
ORD01714,2025-05-11,C0287,P0101,1,0.10
ORD01715,2023-10-14,C0928,P0106,8,0.00
ORD01716,2023-05-14,C0389,P0164,1,0.00
ORD01717,2024-03-31,C0447,P0017,3,0.00
ORD01718,2023-10-31,C0845,P0184,1,0.00
ORD01719,2023-05-14,C1020,P0157,2,0.15
ORD01720,2025-06-12,C0147,P0167,3,0.00
ORD01721,2024-02-25,C0640,P0139,2,0.15
ORD01722,2023-11-09,C0644,P0235,4,0.00
ORD01723,2025-12-04,C1076,P0226,1,0.00
ORD01724,2024-01-23,C0101,P0119,3,0.10
ORD01725,2023-10-05,C0851,P0230,1,0.00
ORD01726,2025-08-06,C0819,P0006,4,0.05
ORD01727,2025-10-11,C0319,P0072,2,0.05
ORD01728,2023-07-22,C0331,P0088,5,0.05
ORD01729,2024-03-13,C0775,P0239,1,0.10
ORD01730,2024-10-05,C0033,P0183,2,0.00
ORD01731,2023-11-13,C0270,P0096,1,0.00
ORD01732,2023-06-28,C1077,P0090,2,0.00
ORD01733,2023-07-17,C1188,P0128,6,0.00
ORD01734,2023-07-23,C1002,P0050,8,0.00
ORD01735,2025-10-31,C0365,P0011,10,0.10
ORD01736,2024-11-13,C0985,P0063,3,0.00
ORD01737,2023-10-21,C1183,P0213,6,0.00
ORD01738,2025-11-13,C0086,P0184,2,0.00
ORD01739,2023-12-16,C0830,P0140,1,0.00
ORD01740,2025-01-01,C0321,P0183,3,0.00
ORD01741,2023-11-14,C0332,P0014,1,0.05
ORD01742,2023-10-15,C0986,P0002,2,0.05
ORD01743,2024-03-25,C0435,P0195,3,0.05
ORD01744,2024-07-11,C0228,P0082,4,0.05
ORD01745,2025-11-07,C0996,P0142,12,0.05
ORD01746,2024-06-17,C0169,P0170,1,0.00
ORD01747,2024-07-21,C0489,P0218,6,0.10
ORD01748,2025-09-01,C0993,P0097,2,0.00
ORD01749,2025-07-31,C0746,P0218,1,0.10
ORD01750,2024-09-27,C0440,P0075,2,0.00
ORD01751,2023-02-07,C0712,P0016,12,0.00
ORD01752,2025-10-20,C1064,P0234,3,0.10
ORD01753,2024-10-01,C0454,P0077,5,0.00
ORD01754,2025-03-22,C1001,P0022,6,0.05
ORD01755,2024-04-20,C1007,P0104,1,0.05
ORD01756,2024-07-15,C0163,P0124,4,0.05
ORD01757,2024-10-27,C0731,P0192,8,0.00
ORD01758,2025-06-20,C0020,P0194,2,0.15
ORD01759,2023-04-29,C0826,P0016,2,0.00
ORD01760,2023-11-09,C0786,P0048,10,0.00
ORD01761,2023-08-10,C0384,P0196,4,0.00
ORD01762,2023-09-27,C0998,P0028,1,0.10
ORD01763,2025-07-02,C0524,P0142,12,0.05
ORD01764,2025-05-05,C0587,P0237,3,0.05
ORD01765,2025-09-21,C0234,P0016,1,0.10
ORD01766,2023-03-16,C1122,P0171,1,0.10
ORD01767,2023-05-06,C0850,P0086,2,0.00
ORD01768,2024-03-17,C0480,P0222,2,0.20
ORD01769,2024-03-22,C1023,P0161,4,0.00
ORD01770,2023-01-15,C0949,P0156,6,0.05
ORD01771,2023-08-31,C0051,P0173,8,0.00
ORD01772,2025-03-01,C0084,P0087,3,0.10
ORD01773,2024-12-20,C0008,P0108,1,0.00
ORD01774,2025-02-11,C0694,P0124,1,0.10
ORD01775,2024-12-02,C1189,P0015,3,0.00
ORD01776,2024-06-11,C0137,P0194,6,0.05
ORD01777,2023-10-05,C0077,P0006,5,0.15
ORD01778,2025-08-03,C0759,P0175,3,0.10
ORD01779,2024-12-14,C0502,P0088,4,0.00
ORD01780,2025-08-25,C0865,P0071,2,0.10
ORD01781,2024-11-24,C0794,P0180,6,0.15
ORD01782,2023-05-28,C0668,P0074,10,0.00
ORD01783,2023-01-09,C0333,P0125,4,0.15
ORD01784,2025-03-11,C0022,P0219,2,0.10
ORD01785,2025-05-24,C0250,P0015,1,0.10
ORD01786,2024-12-22,C0508,P0233,4,0.00
ORD01787,2024-12-24,C0302,P0138,5,0.10
ORD01788,2023-12-25,C1115,P0143,5,0.05
ORD01789,2025-12-08,C0564,P0026,2,0.00
ORD01790,2023-12-05,C0144,P0031,4,0.10
ORD01791,2024-12-26,C0810,P0138,2,0.05
ORD01792,2024-12-09,C0560,P0189,3,0.15
ORD01793,2024-10-08,C0003,P0114,1,0.00
ORD01794,2023-10-23,C0058,P0067,6,0.15
ORD01795,2023-04-07,C0735,P0122,8,0.00
ORD01796,2023-02-27,C0913,P0059,1,0.00
ORD01797,2023-09-08,C1182,P0139,4,0.10
ORD01798,2023-05-13,C1141,P0142,1,0.00
ORD01799,2023-10-01,C0810,P0028,8,0.00
ORD01800,2025-01-15,C0064,P0046,2,0.15
ORD01801,2023-01-03,C0609,P0122,2,0.00
ORD01802,2025-07-08,C1062,P0052,3,0.10
ORD01803,2023-07-16,C0944,P0238,6,0.00
ORD01804,2024-05-29,C0164,P0029,2,0.05
ORD01805,2025-02-14,C0005,P0065,1,0.10
ORD01806,2024-07-08,C0343,P0085,6,0.10
ORD01807,2023-01-18,C1072,P0062,5,0.00
ORD01808,2025-05-31,C0198,P0130,1,0.05
ORD01809,2024-06-11,C0189,P0085,4,0.00
ORD01810,2025-10-03,C0301,P0178,3,0.00
ORD01811,2023-05-05,C0941,P0067,1,0.15
ORD01812,2025-10-06,C0069,P0153,1,0.00
ORD01813,2025-05-23,C0522,P0098,8,0.00
ORD01814,2023-12-05,C0974,P0053,5,0.05
ORD01815,2025-11-29,C0300,P0158,2,0.00
ORD01816,2024-01-07,C0901,P0165,12,0.00
ORD01817,2023-10-06,C1099,P0120,10,0.00
ORD01818,2025-06-27,C0295,P0006,1,0.05
ORD01819,2023-05-10,C0188,P0168,1,0.00
ORD01820,2023-12-22,C0623,P0100,4,0.00
ORD01821,2023-03-23,C0673,P0029,3,0.10
ORD01822,2024-05-30,C1095,P0025,5,0.10
ORD01823,2023-05-05,C0416,P0210,4,0.00
ORD01824,2025-12-15,C0427,P0146,8,0.00
ORD01825,2025-02-25,C0955,P0227,5,0.15
ORD01826,2025-07-20,C0846,P0054,1,0.05
ORD01827,2024-10-10,C0536,P0150,2,0.00
ORD01828,2023-07-20,C0421,P0058,2,0.10
ORD01829,2023-11-15,C0208,P0106,3,0.05
ORD01830,2023-06-05,C0568,P0206,3,0.10
ORD01831,2023-06-20,C0944,P0239,2,0.10
ORD01832,2023-06-19,C0221,P0090,6,0.05
ORD01833,2025-12-21,C0507,P0216,5,0.00
ORD01834,2024-04-28,C1064,P0067,1,0.00
ORD01835,2025-11-15,C0627,P0057,2,0.10
ORD01836,2024-08-30,C0936,P0037,3,0.10
ORD01837,2025-04-12,C0705,P0237,2,0.00
ORD01838,2025-03-25,C0563,P0198,2,0.05
ORD01839,2024-02-18,C0721,P0179,8,0.00
ORD01840,2023-12-26,C0850,P0164,1,0.00
ORD01841,2024-11-07,C0817,P0029,8,0.15
ORD01842,2025-01-16,C0331,P0047,5,0.00
ORD01843,2025-06-26,C0839,P0172,4,0.10
ORD01844,2023-10-01,C1087,P0128,5,0.00
ORD01845,2023-05-01,C1042,P0020,4,0.10
ORD01846,2025-05-16,C0517,P0228,2,0.00
ORD01847,2023-01-16,C0481,P0097,10,0.00
ORD01848,2025-12-03,C0151,P0110,2,0.05
ORD01849,2023-01-14,C0917,P0053,3,0.10
ORD01850,2025-12-06,C0840,P0017,2,0.00
ORD01851,2024-12-29,C0620,P0126,2,0.00
ORD01852,2025-12-17,C0092,P0059,2,0.00
ORD01853,2023-09-08,C0053,P0022,1,0.05
ORD01854,2023-12-16,C0955,P0024,4,0.00
ORD01855,2023-12-24,C0510,P0089,5,0.05
ORD01856,2025-05-28,C0023,P0090,1,0.00
ORD01857,2024-01-06,C0394,P0223,4,0.00
ORD01858,2024-07-27,C0201,P0207,3,0.00
ORD01859,2023-11-20,C0955,P0150,5,0.00
ORD01860,2025-07-27,C0259,P0118,5,0.15
ORD01861,2025-05-20,C0897,P0019,10,0.00
ORD01862,2023-06-24,C0714,P0206,2,0.00
ORD01863,2025-02-26,C0283,P0236,3,0.00
ORD01864,2023-02-07,C0234,P0153,2,0.00
ORD01865,2025-12-21,C1067,P0137,4,0.00
ORD01866,2023-05-27,C0709,P0227,3,0.00
ORD01867,2025-11-06,C0602,P0145,4,0.00
ORD01868,2025-07-25,C0255,P0079,4,0.00
ORD01869,2024-09-20,C0692,P0051,3,0.00
ORD01870,2025-01-13,C0384,P0172,4,0.00
ORD01871,2023-07-06,C1184,P0108,3,0.00
ORD01872,2025-07-13,C0405,P0031,4,0.00
ORD01873,2023-05-19,C0139,P0127,2,0.00
ORD01874,2025-03-20,C1088,P0201,1,0.00
ORD01875,2024-11-13,C0377,P0129,5,0.00
ORD01876,2025-09-23,C0875,P0069,1,0.00
ORD01877,2025-03-08,C0682,P0222,2,0.00
ORD01878,2023-01-06,C0907,P0027,3,0.05
ORD01879,2024-09-17,C0982,P0070,2,0.05
ORD01880,2024-07-25,C0570,P0095,4,0.00
ORD01881,2023-10-18,C0850,P0008,12,0.00
ORD01882,2024-02-06,C0948,P0080,10,0.15
ORD01883,2024-07-13,C1131,P0236,3,0.00
ORD01884,2025-05-10,C1029,P0109,3,0.05
ORD01885,2023-11-14,C0975,P0214,1,0.10
ORD01886,2025-08-13,C0224,P0054,2,0.05
ORD01887,2023-09-18,C0046,P0094,10,0.00
ORD01888,2025-01-02,C0559,P0101,3,0.05
ORD01889,2024-06-24,C1151,P0065,5,0.00
ORD01890,2025-03-21,C0586,P0195,1,0.10
ORD01891,2024-01-13,C0428,P0154,3,0.10
ORD01892,2025-05-29,C0082,P0183,2,0.00
ORD01893,2025-07-20,C0922,P0075,1,0.00
ORD01894,2025-10-30,C0877,P0238,1,0.15
ORD01895,2024-08-30,C0080,P0074,5,0.00
ORD01896,2023-03-19,C1048,P0033,1,0.00
ORD01897,2024-04-01,C0185,P0172,4,0.10
ORD01898,2024-02-05,C0710,P0089,1,0.00
ORD01899,2023-06-26,C1063,P0226,1,0.20
ORD01900,2025-02-24,C0872,P0005,3,0.15
ORD01901,2023-07-18,C0375,P0123,5,0.15
ORD01902,2024-10-10,C0121,P0065,2,0.10
ORD01903,2023-07-13,C0458,P0034,2,0.00
ORD01904,2024-12-21,C0454,P0224,2,0.15
ORD01905,2024-04-25,C0895,P0152,3,0.10
ORD01906,2023-06-29,C0768,P0197,2,0.05
ORD01907,2025-08-25,C0909,P0079,6,0.00
ORD01908,2025-07-03,C1181,P0073,1,0.00
ORD01909,2024-07-26,C0928,P0046,10,0.00
ORD01910,2023-07-21,C1162,P0062,1,0.10
ORD01911,2024-01-22,C1168,P0100,1,0.05
ORD01912,2024-06-27,C0047,P0177,8,0.00
ORD01913,2023-09-01,C0981,P0232,1,0.10
ORD01914,2025-09-20,C0902,P0208,5,0.05
ORD01915,2023-05-07,C0130,P0163,10,0.00
ORD01916,2023-07-20,C0836,P0221,3,0.10
ORD01917,2024-11-04,C0246,P0152,5,0.05
ORD01918,2025-04-17,C0567,P0226,6,0.10
ORD01919,2025-04-07,C0325,P0214,5,0.10
ORD01920,2025-05-15,C0098,P0132,2,0.00
ORD01921,2025-07-17,C0188,P0053,3,0.10
ORD01922,2023-10-12,C0094,P0192,6,0.00
ORD01923,2023-04-26,C0837,P0173,3,0.05
ORD01924,2023-05-19,C0439,P0132,2,0.00
ORD01925,2023-10-26,C0958,P0231,1,0.05
ORD01926,2025-09-07,C0280,P0211,4,0.00
ORD01927,2025-02-22,C0392,P0153,8,0.00
ORD01928,2025-01-19,C0502,P0166,2,0.00
ORD01929,2025-05-10,C0598,P0200,5,0.00
ORD01930,2023-01-06,C0596,P0181,4,0.05
ORD01931,2024-07-06,C0101,P0134,1,0.15
ORD01932,2023-02-12,C0267,P0011,6,0.00
ORD01933,2024-02-11,C0608,P0080,3,0.05
ORD01934,2025-08-23,C0732,P0091,6,0.00
ORD01935,2025-06-24,C0212,P0167,2,0.05
ORD01936,2024-12-11,C0630,P0109,1,0.00
ORD01937,2023-11-02,C0040,P0069,6,0.05
ORD01938,2023-05-03,C0588,P0109,2,0.15
ORD01939,2024-07-16,C0205,P0212,4,0.05
ORD01940,2024-12-15,C0599,P0126,3,0.10
ORD01941,2024-06-05,C0824,P0135,4,0.05
ORD01942,2025-11-02,C1180,P0154,2,0.10
ORD01943,2025-06-10,C1144,P0133,2,0.05
ORD01944,2025-06-16,C0639,P0129,5,0.10
ORD01945,2024-06-23,C1138,P0210,5,0.05
ORD01946,2023-02-16,C1038,P0037,4,0.15
ORD01947,2023-02-24,C0536,P0097,4,0.00
ORD01948,2025-07-29,C0488,P0053,1,0.10
ORD01949,2024-02-28,C0772,P0123,4,0.05
ORD01950,2024-12-18,C0837,P0179,1,0.10
ORD01951,2023-12-29,C0843,P0228,6,0.00
ORD01952,2025-04-10,C0367,P0201,4,0.10
ORD01953,2024-04-17,C0883,P0004,3,0.15
ORD01954,2024-02-11,C0905,P0233,1,0.00
ORD01955,2023-09-06,C0231,P0054,1,0.15
ORD01956,2023-04-05,C0176,P0041,1,0.00
ORD01957,2024-07-23,C0272,P0119,6,0.00
ORD01958,2024-06-15,C0166,P0115,1,0.00
ORD01959,2023-01-01,C0371,P0200,3,0.00
ORD01960,2024-03-30,C0974,P0147,2,0.00
ORD01961,2024-05-15,C0490,P0079,6,0.00
ORD01962,2024-01-30,C0430,P0024,6,0.00
ORD01963,2023-06-06,C0064,P0083,1,0.00
ORD01964,2024-05-30,C0016,P0236,4,0.00
ORD01965,2025-05-11,C0890,P0017,6,0.00
ORD01966,2023-06-01,C0892,P0116,2,0.00
ORD01967,2023-09-22,C0898,P0176,1,0.00
ORD01968,2023-09-01,C0842,P0205,2,0.00
ORD01969,2024-04-23,C0008,P0221,3,0.10
ORD01970,2023-06-19,C0573,P0234,2,0.05
ORD01971,2025-02-21,C0614,P0203,3,0.10
ORD01972,2024-01-03,C0501,P0130,2,0.05
ORD01973,2024-10-07,C0095,P0192,2,0.15
ORD01974,2025-12-25,C0060,P0043,1,0.05
ORD01975,2025-07-23,C0307,P0086,2,0.05
ORD01976,2024-06-07,C0756,P0180,2,0.00
ORD01977,2025-12-16,C0874,P0064,3,0.15
ORD01978,2025-10-17,C0277,P0107,6,0.00
ORD01979,2025-01-07,C1168,P0177,1,0.00
ORD01980,2025-07-18,C0109,P0175,2,0.00
ORD01981,2024-05-07,C0061,P0066,5,0.10
ORD01982,2024-10-17,C0001,P0223,5,0.00
ORD01983,2024-03-02,C1071,P0156,1,0.05
ORD01984,2024-06-10,C0588,P0045,1,0.05
ORD01985,2025-04-29,C1098,P0212,1,0.05
ORD01986,2024-12-03,C0423,P0230,12,0.05
ORD01987,2025-07-23,C0990,P0083,4,0.00
ORD01988,2023-11-02,C0626,P0178,12,0.15
ORD01989,2023-10-13,C1191,P0158,1,0.05
ORD01990,2025-05-20,C0938,P0012,2,0.15
ORD01991,2023-01-11,C1021,P0017,12,0.00
ORD01992,2025-10-09,C0182,P0107,2,0.05
ORD01993,2024-02-05,C0343,P0048,2,0.10
ORD01994,2024-06-16,C0089,P0140,4,0.05
ORD01995,2025-05-12,C0245,P0089,2,0.00
ORD01996,2024-12-13,C0483,P0151,1,0.00
ORD01997,2025-03-07,C0736,P0048,3,0.05
ORD01998,2023-09-09,C0112,P0161,4,0.00
ORD01999,2024-10-18,C0660,P0178,5,0.10
ORD02000,2024-01-07,C1018,P0044,2,0.00
ORD02001,2023-08-07,C1200,P0170,3,0.10
ORD02002,2025-12-08,C1062,P0108,1,0.10
ORD02003,2024-03-11,C1109,P0085,1,0.00
ORD02004,2024-06-28,C0387,P0177,3,0.15
ORD02005,2024-02-21,C0312,P0073,2,0.00
ORD02006,2023-05-27,C0220,P0134,1,0.10
ORD02007,2023-04-13,C0074,P0061,1,0.15
ORD02008,2024-12-27,C1101,P0186,4,0.00
ORD02009,2025-05-24,C0262,P0068,1,0.00
ORD02010,2023-12-22,C1191,P0233,12,0.00
ORD02011,2025-01-18,C0054,P0128,6,0.10
ORD02012,2024-11-30,C1175,P0001,5,0.05
ORD02013,2025-05-27,C0404,P0094,1,0.00
ORD02014,2023-10-03,C1032,P0131,2,0.00
ORD02015,2025-04-15,C0231,P0056,3,0.15
ORD02016,2024-12-24,C1027,P0157,3,0.05
ORD02017,2025-11-01,C0748,P0214,3,0.10
ORD02018,2023-09-05,C0116,P0158,3,0.20
ORD02019,2024-10-15,C1170,P0101,1,0.00
ORD02020,2024-12-01,C0595,P0163,3,0.00
ORD02021,2025-10-18,C0664,P0209,2,0.00
ORD02022,2024-11-13,C0389,P0074,3,0.05
ORD02023,2025-09-23,C0356,P0206,2,0.10
ORD02024,2025-09-10,C0527,P0063,3,0.00
ORD02025,2024-02-06,C0866,P0135,5,0.00
ORD02026,2024-03-21,C1058,P0016,1,0.05
ORD02027,2024-06-20,C1004,P0191,1,0.00
ORD02028,2025-08-14,C1186,P0181,4,0.00
ORD02029,2023-03-19,C1081,P0166,2,0.00
ORD02030,2023-11-01,C0223,P0163,8,0.05
ORD02031,2024-03-15,C0355,P0045,2,0.00
ORD02032,2024-12-30,C0061,P0072,4,0.00
ORD02033,2023-10-04,C0237,P0210,4,0.10
ORD02034,2023-05-24,C0708,P0087,1,0.00
ORD02035,2025-09-14,C1187,P0234,10,0.05
ORD02036,2024-04-26,C1079,P0218,3,0.00
ORD02037,2024-06-16,C1095,P0107,1,0.10
ORD02038,2025-07-22,C0017,P0048,1,0.10
ORD02039,2023-12-14,C0263,P0184,8,0.15
ORD02040,2023-07-12,C0302,P0065,2,0.00
ORD02041,2023-06-15,C0161,P0096,4,0.05
ORD02042,2025-08-10,C0471,P0104,4,0.10
ORD02043,2024-05-19,C0141,P0188,3,0.00
ORD02044,2023-07-08,C0801,P0005,2,0.15
ORD02045,2025-09-17,C0778,P0208,3,0.10
ORD02046,2025-10-19,C0589,P0105,5,0.00
ORD02047,2023-07-17,C0911,P0022,2,0.00
ORD02048,2025-05-04,C1024,P0078,3,0.05
ORD02049,2023-06-25,C0834,P0132,8,0.05
ORD02050,2024-04-16,C0656,P0194,5,0.00
ORD02051,2025-11-21,C0911,P0018,2,0.00
ORD02052,2024-11-19,C0169,P0141,1,0.00
ORD02053,2023-03-22,C1054,P0200,2,0.15
ORD02054,2025-04-04,C1024,P0137,1,0.10
ORD02055,2024-03-04,C0696,P0018,4,0.00
ORD02056,2023-04-14,C0171,P0121,6,0.00
ORD02057,2025-06-28,C0366,P0179,2,0.15
ORD02058,2023-12-19,C0761,P0193,3,0.00
ORD02059,2024-08-07,C0215,P0010,6,0.00
ORD02060,2024-12-09,C1169,P0130,2,0.00
ORD02061,2025-03-01,C1010,P0124,2,0.00
ORD02062,2024-01-31,C0523,P0046,2,0.05
ORD02063,2025-11-13,C0495,P0076,6,0.10
ORD02064,2024-10-22,C0995,P0062,3,0.10
ORD02065,2025-06-27,C0064,P0105,2,0.00
ORD02066,2023-02-08,C0132,P0068,2,0.00
ORD02067,2023-01-18,C1120,P0176,2,0.10
ORD02068,2024-12-07,C0510,P0056,3,0.15
ORD02069,2023-04-30,C0589,P0156,3,0.05
ORD02070,2023-10-30,C1170,P0199,4,0.10
ORD02071,2023-01-11,C1121,P0152,6,0.10
ORD02072,2023-08-20,C0263,P0202,1,0.00
ORD02073,2024-08-16,C0489,P0050,5,0.10
ORD02074,2025-10-23,C0745,P0028,3,0.00
ORD02075,2024-01-19,C0715,P0179,2,0.15
ORD02076,2024-12-22,C0186,P0151,1,0.10
ORD02077,2025-10-12,C0289,P0170,2,0.00
ORD02078,2025-05-27,C0153,P0085,10,0.10
ORD02079,2023-01-24,C0041,P0026,10,0.00
ORD02080,2025-09-12,C0581,P0030,8,0.00
ORD02081,2025-08-30,C0433,P0038,2,0.00
ORD02082,2024-11-30,C1031,P0043,12,0.05
ORD02083,2025-10-08,C0459,P0051,3,0.00
ORD02084,2025-12-01,C0537,P0209,2,0.00
ORD02085,2023-03-16,C0153,P0110,3,0.00
ORD02086,2024-02-14,C1038,P0183,3,0.00
ORD02087,2023-11-26,C0130,P0226,2,0.00
ORD02088,2025-06-23,C0744,P0036,1,0.05
ORD02089,2023-12-25,C0192,P0007,1,0.00
ORD02090,2025-09-22,C0306,P0065,3,0.00
ORD02091,2025-08-14,C0476,P0168,10,0.00
ORD02092,2024-06-01,C0900,P0086,10,0.10
ORD02093,2024-01-19,C0572,P0157,4,0.00
ORD02094,2023-01-25,C0274,P0235,1,0.00
